ident;DBID;Namespace;LokaalID;Naam;Type maatregel voor doelen-model;Opmerkingen GtH;SGBPPeriode.omschrijving;UitvoeringIn;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;Kosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;kosten;totale belasting;oeverlengte;% beschoeid;% bebost;% overig ongeschikt;Ganzen beheren;Natuurvriendelijk onderhouden;belastingreductie opmerking;hulpkolom (km);hulpkolom;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;WL_naam;Effect verwacht vanaf;aangepast;gebiedsteam;;;
;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_5_7;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;;;33.38;351.1;14.3;45;0;ja;nee;waarschijnlijk bijna geen agrarische percelen die via Loosdrecht: alleen in stergebied. Let op dubbeltelling.;;;0;mg/m2/dag;;NMI, 2019;1;Loosdrechtseplassen;2021;LM_20190916;Vecht;;;
;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_5_8;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;;;33.38;351.1;14.3;45;0;ja;nee;waarschijnlijk bijna geen agrarische percelen die via Loosdrecht: alleen in stergebied. Let op dubbeltelling.;;;0;mg/m2/dag;;NMI, 2019;1;Loosdrechtseplassen;2021;LM_20190916;Vecht;;;
;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_5_9;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;;;33.38;351.1;14.3;45;0;ja;nee;waarschijnlijk bijna geen agrarische percelen die via Loosdrecht: alleen in stergebied. Let op dubbeltelling.;;;0;mg/m2/dag;;NMI, 2019;1;Loosdrechtseplassen;2021;LM_20190916;Vecht;;;
228;76566;NL11;NL11_0196;Aanleggen natuurvriendelijke oevers Loosdrechtse plassen;Beschoeiing aanpassen;;SGBP2 2015-2021;2015-2021;IN07;loopt naar verwachting door vanuit SGBP-1(voortgangsrapportage 28 feb 2014 is nog 6,9 km in voorbereiding) ;WB;NL11_5_5;NL11_5_1;6.9;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;3.9;0;3;0;0;0;ESF4;deels uitgevoerd;Recreatie Midden-Nederland, Natuurmonumenten;;;;0.553;351.1;14.3;45;0;ja;nee;;50.2073;;13.74;% van beschoeid;;;1;Loosdrechtseplassen;2018;LM_20190916;Vecht;;;
229;76564;NL11;NL11_0157;Vispasseerbaar maken van sluizen, gemalen en stuwen - fase 2;Vis;;SGBP2 2015-2021;2015-2021;IN15;Het Loosdrecht gemaal is niet visveilig: er wordt nu bij voorkeur met een Vijzel gemalen omdat deze veiliger is voor vis dan een andere pomp? Bij de Mijdense sluis is een visvriendelijke Manshanden retourpomp neergezet. ;MW;NL11_5_5;NL11_5_1;4;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;2;0;0;0;ESF5;uitgevoerd;geen;;;;;351.1;14.3;45;0;ja;nee;;;;0;nvt;0;;1;Loosdrechtseplassen;2021;LM_20190916;Vecht;;;
;76555;NL11;L-X;Onderzoek drinkwaterwinning Loosdrecht;Onderzoek;ook voor kievitsbuurt?;SGBP2 2015-2021;2015-2021;S01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Loosdrechtse Plassen en Ster en Zodden.  ;MW;NL11_5_5;NL11_5_1;1;n;j;Provincie Noord-Holland;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;;Recreatie Midden-Nederland, Natuurmonumenten;;;;0.553;351.1;14.3;45;0;ja;nee;;;;0;nvt;;;1;Loosdrechtseplassen;2021;LM_20190916;Vecht;;;
;76555;NL11;L-X;Onderzoek drinkwaterwinning Loosdrecht;Onderzoek;;SGBP2 2015-2021;2015-2021;S01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Loosdrechtse Plassen en Ster en Zodden.  ;MW;NL11_5_9;NL11_5_1;1;n;j;Provincie Noord-Holland;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;;Recreatie Midden-Nederland, Natuurmonumenten;;;;0.553;351.1;14.3;45;0;ja;nee;;;;0;nvt;;;1;Loosdrechtseplassen;2021;LM_20190916;Vecht;;;
;76555;NL11;L-X;Onderzoek drinkwaterwinning Loosdrecht;Onderzoek;;SGBP2 2015-2021;2015-2021;S01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Loosdrechtse Plassen en Ster en Zodden.  ;MW;NL11_5_7;NL11_5_1;1;n;j;Provincie Noord-Holland;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;;Recreatie Midden-Nederland, Natuurmonumenten;;;;0.553;351.1;14.3;45;0;ja;nee;;;;0;nvt;;;1;Loosdrechtseplassen;2021;LM_20190916;Vecht;;;
;76555;NL11;L-X;Onderzoek drinkwaterwinning Loosdrecht;Onderzoek;;SGBP2 2015-2021;2015-2021;S01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Loosdrechtse Plassen en Ster en Zodden.  ;MW;NL11_5_8;NL11_5_1;1;n;j;Provincie Noord-Holland;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;;Recreatie Midden-Nederland, Natuurmonumenten;;;;0.553;351.1;14.3;45;0;ja;nee;;;;0;nvt;;;1;Loosdrechtseplassen;2021;LM_20190916;Vecht;;;
232;76521;NL11;91080;Uitvoeren herstel- en inrichtingsmaatregelen Tienhovense plassen, fase 1;Open landschap herstellen;;SGBP2 2015-2021;2015-2021;BE06;De maatregel betreft het verwijderen van boom- en groenopslag langs watergangen in het legakkergebied van het centrale deel van de plas en rondom de petgaten.De maatregel wordt als onderdeel van één maatregelpakket (C10) door Natuurmonumenten uitgevoerd in het kader haar LIFE-subsidiecontract met de EU.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018. Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid.;WB;NL11_5_8;NL11_5_1;3.4;km;j;Natuurmonumenten;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;3.4;0;0;0;ESF2, ESF4;;Recreatie Midden-Nederland, Natuurmonumenten;;;;0.553;351.1;14.3;45;0;ja;nee;;157.995;;2.15;% van bebost;;;1;Loosdrechtseplassen;2021;LM_20190916;Vecht;;;
233;76525;NL11;91093;Uitvoeren herstel- en inrichtingsmaatregelen Tienhovense Plassen, fase 2;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;BE04;Het gaat om het baggeren van een geschatte 8 hectare eutrofe waterbodems in deTienhovense plassen.De maatregel wordt door Natuurmonumenten in het kader van haarLIFE-subsidiecontract met de EU uitgevoerd. (C12)De uitvoering van de maatregel loopt overeenkomstig de duur van hetLIFE-subsidiecontract van 2013 tot en met 2018. Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid.;WB;NL11_5_8;NL11_5_1;120000;m3;j;Natuurmonumenten;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;26500;0;0;93500;ESF2, ESF4;;;;;;0.553;351.1;14.3;45;0;ja;nee;Tienhoven terugbrengen in de balans;;;0;mg/m2/dag;;;1;Loosdrechtseplassen;nvt;LM_20190916;Vecht;;;
;;;;Brasem verwijderen.;Biomanipulatie vis;check biomassa in andere plassen;SGBP3 2021-2027;2021-2027;BE01;Deze maatregel is pas zinvol nadat alle belastingmaatregelen genomen zijn en de externe belasting lager is dan de kritische grens. Deze maatregel heeft ook invloed op ESF2, lichtklimaat.;;NL11_5_5;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1, ESF2;;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
;;;;Brasem verwijderen.;Biomanipulatie vis;check biomassa in andere plassen;SGBP3 2021-2027;2021-2027;BE01;Deze maatregel is pas zinvol nadat alle belastingmaatregelen genomen zijn en de externe belasting lager is dan de kritische grens. Deze maatregel heeft ook invloed op ESF2, lichtklimaat.;;NL11_5_6;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1, ESF2;;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
;;;;Brasem verwijderen.;Biomanipulatie vis;check biomassa in andere plassen;SGBP3 2021-2027;2021-2027;BE01;Deze maatregel is pas zinvol nadat alle belastingmaatregelen genomen zijn en de externe belasting lager is dan de kritische grens. Deze maatregel heeft ook invloed op ESF2, lichtklimaat.;;NL11_5_7;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1, ESF2;;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
;;;;Brasem verwijderen.;Biomanipulatie vis;check biomassa in andere plassen;SGBP3 2021-2027;2021-2027;BE01;Deze maatregel is pas zinvol nadat alle belastingmaatregelen genomen zijn en de externe belasting lager is dan de kritische grens. Deze maatregel heeft ook invloed op ESF2, lichtklimaat.;;NL11_5_8;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1, ESF2;;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
;;;;Brasem verwijderen.;Biomanipulatie vis;check biomassa in andere plassen;SGBP3 2021-2027;2021-2027;BE01;Deze maatregel is pas zinvol nadat alle belastingmaatregelen genomen zijn en de externe belasting lager is dan de kritische grens. Deze maatregel heeft ook invloed op ESF2, lichtklimaat.;;NL11_5_9;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1, ESF2;;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
235;;;;Frequentie riooloverstorten uit Nieuw en Oud Loosdrecht omlaag brengen door afkoppelen.;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;IM03;Dit is een autonome maatregel die door de gemeente wordt uitgevoerd.;;NL11_5_5;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;;Gemeente Wijdemeren;SGBP3;;;0.553;351.1;14.3;45;0;ja;nee;schatting obv WGP Zuidelijke Vechtplassen;;;0.01;mg/m2/dag;;;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
236;;;;Luwtestructuren voor het verkorten van strijklengte en verhogen draagkracht;Luwtestructuur;;SGBP3 2021-2027;2021-2027;IN20;Er wordt ook gekeken of permanente structuren geschikt zijn als nieuw ondiep areaal voor de ontwikkeling van waterriet (oevers). Dit is van groot belang voor de vogeldoelstellingen in dit gebied. Bij aanleg van oevers is een flauw talud van 1:15 van belang voor een goede ontwikkeling. De huidige taluds van 1:5 zijn vaak veel te steil.;;NL11_5_5;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;;0.553;351.1;14.3;45;0;ja;nee;verhoging kritische grens;;;1;1/0;;;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
237;;;;Zuiveren van afstromend regenwater (en mogelijke foutieve aansluiting);P-belasting verlagen;;SGBP3 2021-2027;2021-2027;IM04;"Gegeven de gemeten fosforconcentraties in dit onderzoek en de door Waternet opgestelde waterbalans is de bijdrage van het verharde oppervlak aan de fosforvracht van de plassen bepaald op twaalf tot zestien procent. Doordat allerlei andere bronnen van fosfor op dit moment door Waternet worden aangepakt (of recent zijn aangepakt) neemt de procentuele bijdrage van het totale verharde oppervlak in het afvoergebied van de plassen toe naar zeventien tot maximaal drieëntwintig procent. De afstroming vanaf verhardingen op en rond het hoefijzer is verantwoordelijk voor negen tot maximaal zestien procent van de totale P-belasting van de Loosdrechtse plassen. De fosforbelasting van de plassen kan substantieel verlaagd worden door maatregelen te treffen waarmee het afstromende hemelwater wordt gezuiverd.
Hiervoor is de volgende combinatie van maatregelen aan te bevelen: 1) bronmaatregelen; 2) bodempassage en 3) op locaties waar een bodempassage niet inpasbaar is
of een onvoldoende rendement levert, wordt een lokale zuivering toegepast in de vorm van een lijngoot met fosforbindend filtermateriaal, een lamellenfilter en/of een hydrodynamische afscheider inclusief een substraatfilter.";;NL11_5_5;NL11_5_1;1;n;j;Gemeente Wijdemeren;;0;0;0;0;0;0;ESF1;waarschijnlijk disproportionele kosten;Waterschap Amstel Gooi en Vecht;?;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;0;;;0.04;mg/m2/dag;;;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR01;In het stergebied is nog landbouwactiviteit, waarbij geimporteerd mest wordt uitgereden.;MW;NL11_5_5;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;SGBP3;;;0.553;351.1;14.3;45;0;ja;nee;0;;;0.01;mg/m2/dag;;NMI, 2019;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR01;In het stergebied is nog landbouwactiviteit, waarbij geimporteerd mest wordt uitgereden.;MW;NL11_5_6;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;SGBP3;;;0.553;351.1;14.3;45;0;ja;nee;0;;;0.01;mg/m2/dag;;NMI, 2019;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR01;In het stergebied is nog landbouwactiviteit, waarbij geimporteerd mest wordt uitgereden.;MW;NL11_5_7;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;SGBP3;;;0.553;351.1;14.3;45;0;ja;nee;0;;;0.01;mg/m2/dag;;NMI, 2019;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR01;In het stergebied is nog landbouwactiviteit, waarbij geimporteerd mest wordt uitgereden.;MW;NL11_5_8;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;SGBP3;;;0.553;351.1;14.3;45;0;ja;nee;0;;;0.01;mg/m2/dag;;NMI, 2019;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR01;In het stergebied is nog landbouwactiviteit, waarbij geimporteerd mest wordt uitgereden.;MW;NL11_5_9;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;SGBP3;;;0.553;351.1;14.3;45;0;ja;nee;0;;;0.01;mg/m2/dag;;NMI, 2019;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
239;;;;Ontvangstvoorziening vuilwatertanks, varende voorziening;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;IM06;Varend publiek toilet, idem voor Wijde Blik;;NL11_5_5;NL11_5_1;;;;Gemeente Wijdemeren;;0;0;0;0;0;0;ESF1;;Waterschap Amstel Gooi en Vecht;?;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;0;;;0;mg/m2/dag;;;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
262;;;;Bestrijden van ganzen ;Ganzen beheren;"van de ljst; dubbe";SGBP3 2021-2027;2021-2027;BE08;Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet, Woudaap en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_5_5;NL11_5_1;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF6;;Recreatie Midden-Nederland, Natuurmonumenten;;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
262;;;;Bestrijden van ganzen ;Ganzen beheren;"van de ljst; dubbe";SGBP3 2021-2027;2021-2027;BE08;Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet, Woudaap en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_5_6;NL11_5_1;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF6;;Recreatie Midden-Nederland, Natuurmonumenten;;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
262;;;;Bestrijden van ganzen ;Ganzen beheren;"van de ljst; dubbe";SGBP3 2021-2027;2021-2027;BE08;Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet, Woudaap en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_5_7;NL11_5_1;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF6;;Recreatie Midden-Nederland, Natuurmonumenten;;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
262;;;;Bestrijden van ganzen ;Ganzen beheren;"van de ljst; dubbe";SGBP3 2021-2027;2021-2027;BE08;Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet, Woudaap en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_5_8;NL11_5_1;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF6;;Recreatie Midden-Nederland, Natuurmonumenten;;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
262;;;;Bestrijden van ganzen ;Ganzen beheren;"van de ljst; dubbe";SGBP3 2021-2027;2021-2027;BE08;Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet, Woudaap en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_5_9;NL11_5_1;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF6;;Recreatie Midden-Nederland, Natuurmonumenten;;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;LM_20190916;Vecht;;;
;;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;Kwel herstellen;inderdaad opnemen in doelafleidin;SGBP3 2021-2027;2021-2027;;Er is al fincanciele dekking voor onderzoek (en dit is uitgevoerd?) naar reductie DW winning Loosdrecht door de provincie Utrecht: Conclusie is dat er geen reductie mogelijk is. Toch kan de reductie wel bijdragen aan het behalen van KRW doelen. Nemen we deze maatregel op en mee in de doelafleiding?;;NL11_5_5;NL11_5_1;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF1;;Waterschap Amstel Gooi en Vecht;?;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;;ha;;;0;Loosdrechtseplassen;2027;LM_20191017;Vecht;;;
;;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;Kwel herstellen;inderdaad opnemen in doelafleidin;SGBP3 2021-2027;2021-2027;;Er is al fincanciele dekking voor onderzoek (en dit is uitgevoerd?) naar reductie DW winning Loosdrecht door de provincie Utrecht: Conclusie is dat er geen reductie mogelijk is. Toch kan de reductie wel bijdragen aan het behalen van KRW doelen. Nemen we deze maatregel op en mee in de doelafleiding?;;NL11_5_9;NL11_5_1;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF1;;Waterschap Amstel Gooi en Vecht;?;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;;ha;;;0;Loosdrechtseplassen;2027;LM_20191017;Vecht;;;
;;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;Kwel herstellen;inderdaad opnemen in doelafleidin;SGBP3 2021-2027;2021-2027;;Er is al fincanciele dekking voor onderzoek (en dit is uitgevoerd?) naar reductie DW winning Loosdrecht door de provincie Utrecht: Conclusie is dat er geen reductie mogelijk is. Toch kan de reductie wel bijdragen aan het behalen van KRW doelen. Nemen we deze maatregel op en mee in de doelafleiding?;;NL11_5_7;NL11_5_1;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF1;;Waterschap Amstel Gooi en Vecht;?;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;;ha;;;0;Loosdrechtseplassen;2027;LM_20191017;Vecht;;;
;;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;Kwel herstellen;inderdaad opnemen in doelafleidin;SGBP3 2021-2027;2021-2027;;Er is al fincanciele dekking voor onderzoek (en dit is uitgevoerd?) naar reductie DW winning Loosdrecht door de provincie Utrecht: Conclusie is dat er geen reductie mogelijk is. Toch kan de reductie wel bijdragen aan het behalen van KRW doelen. Nemen we deze maatregel op en mee in de doelafleiding?;;NL11_5_8;NL11_5_1;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF1;;Waterschap Amstel Gooi en Vecht;?;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;;ha;;;0;Loosdrechtseplassen;2027;LM_20191017;Vecht;;;
422;;;;Aanleggen van schiereilanden en legakkers in de Breukeleveense plas;Areaal nieuw;;SGBP3 2021-2027;2021-2027;;Zou dit een alternatieve maatregel voor de natuureilanden in het gebiedsakkoord kunnen worden? Voorstel van NMM. Er wordt ook gekeken of permanente structuren geschikt zijn als nieuw ondiep areaal voor de ontwikkeling van waterriet (oevers). Dit is van groot belang voor de vogeldoelstellingen in dit gebied. Bij aanleg van oevers is een flauw talud van 1:15 van belang voor een goede ontwikkeling. De huidige taluds van 1:5 zijn vaak veel te steil.;;NL11_5_7;NL11_5_1;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF4;;Recreatie Midden-Nederland, Natuurmonumenten;?;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;;km;;;0;Loosdrechtseplassen;2027;LM_20191017;Vecht;;;
