ident;DBID;Namespace;LokaalID;Naam;Vertaling naar doelen-model;SGBPPeriode.omschrijving;UitvoeringIn;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;Kosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);kosten;totale belasting;totale oeverlengte;belastingreductie opmerking;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;WL_naam;Effect verwacht vanaf;aangepast;gebiedsteam;;;
49;76575;NL11;V-x;Uitvoeren beschermingsmaatregelen voor behoud natuurvriendelijke oevers (voortzetten);achteruitgang vermijden;SGBP2 2015-2021;2015-2021;RO09;;WB;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF4;opzoeken;opzoeken;;;180.4977619;;?;;;;1;Vecht;2021;LM_20190916;Vecht;Profielen uit Boezemmodel halen ???;;
50;76577;NL11;x;Onderzoek vispasseerbaar maken sluizen, gemalen en stuwen ;nvt;SGBP2 2015-2021;2015-2021;S01;Gemaal Gaasperplas, defosfatering Naardermeer, Spiegelplas: gemaal en pilotproject inzet schutsluizen Spiegelplas ;MW;NL11_1_2;3;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;2;0;0;0;NVT;opzoeken;opzoeken;;;180.4977619;;;;0;;1;Vecht;2021;LM_20190916;Vecht;;;
51;;;;Flexibel peilbeheer in boezemwateren;nvt;SGBP2 2015-2021;niet;IM12;;;NL11_1_2;;;n;Waterschap Amstel Gooi en Vecht ;NVT;0;0;0;0;0;0;ESF4;verlies functie;NVT;;;180.4977619;;?;;;;;Vecht;nvt;LM_20190916;Vecht;;;
52;;;;Verwijderen waterkeringen;nvt;SGBP2 2015-2021;niet;IN20;;;NL11_1_2;;;n;Waterschap Amstel Gooi en Vecht ;NVT;0;0;0;0;0;0;ESF4;verlies functie;NVT;;;180.4977619;;;;;;;Vecht;nvt;LM_20190916;Vecht;;;
53;;;;Vervangen inlaat Stenen Beer door sluis Uitermeer of bij Naarden vanuit Ijmeer;p;SGBP3 2021-2027;2021-2027;BR01;door de inlaat te verplaatsen voorkomen we dat nutrientenrijk water uit de kustpolders door de boezem kan stromen;;NL11_1_2;2;n;j;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF1;Initiëren;opzoeken;;64.23;180.4977619;0;0;mg/m2/dag;;;;Vecht;2027;LM_20190916;Vecht;;;
54;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;p;SGBP3 2021-2027;2021-2027;BR01;Deze maatregel leidt tot 10% reductie van fosforbelasting uit polderwater. Wij zijn regionaal uit gegaan van de goede landbouwpraktijk (GLP) in 2027. Belangrijk is verder dat als gevolg van de GLP uitgaan van een grotere diepte van sloten (toename van ca 25 cm naar 40 cm). De uitworp uit een landbouwpolder neemt daardoor 10 % af, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ;MW;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;180.4977619;0;1.398;mg/m2/dag;;NMI, 2019;;Vecht;2027;LM_20190916;Vecht;;;
55;;;;Scenario-ontwikkeling waterakkoord weerdsluis naar minimaar 2.5 kuub/sec ;p;SGBP2 2015-2021;2015-2021;BR01;Zou iemand deze maatregel kunnen toelichten: wat behelst dit en wat is het effect op de ecologie? Traject loopt al (hilga).;MW;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;opzoeken;opzoeken;;33.38;180.4977619;0;1.398;mg/m2/dag;;NMI, 2019;;Vecht;2027;LM_20190916;Vecht;;;
56;;;;Natuurvriendelijke dijkreconstructie (voldoende ondiep oppervlak, flauw talud, verbinding tussen land en water).;areaal beter;SGBP3 2021-2027;2021-2027;BR01;Deze maatregel staat in boezemplan. Hiermee wordt zowel het behoud van bestaande natuurwaarden als het creeren van nieuwe natuurwaarden beoogd.;;NL11_1_2;;;;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF4;opstarten;intern;;;180.4977619;;;;;;;Vecht;2027;LM_20190916;Vecht;;;
57;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud.;areaal beter;SGBP3 2021-2027;2021-2027;BR01;Ook communicatie richting omwonende zou helpen om de beeldvorming over natuurwaarden. De kwaliteit van de oevers gaat lokaal achteruit door aanleg van steigers, vlonders en vervanging van oude beschoeiingen. De Keur van het waterschap is op dit moment niet afgestemd om deze negatieve ontwikkelingen effectief tegen te gaan.;;NL11_1_2;;;;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF4;stimuleren;Gemeenten rond Vecht;;;180.4977619;;;;;;;Vecht;2027;LM_20190916;Vecht;;;
58;;;;Handhaven op maximum vaarsnelheid.;scheepvaart;SGBP3 2021-2027;2021-2027;;Inclusief communicatie waarom deze maatregel belangrijk is voor de ecologische waterkwaliteit.;;NL11_1_2;;;;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF4;Initiëren;intern;;;180.4977619;;;;;;;Vecht;2027;LM_20190916;Vecht;;;
59;71312;NL11;90996;Aansluiten ongerioleerde woonboten;;SGBP1 2009-2015;2009-2015;IM06;Het gaat om het aansluiten van ongeveer 2300 ongerioleerde woonboten in de watergangen binnen de gemeente Amsterdam;WB;NL11_2_1;1;n;j;Gemeente Amsterdam;Investering per planperiode=30000000.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;1;0;0;ESF1;gefaseerd naar SGBP2;opzoeken;;;194.659227;bezoekers per dag, fractie bezoekers naar wc, P-vracht per plasbeurt;?;mg/m2/dag;;;1;VaartenAmsterdam;nvt;LM_20190916;Amsterdam;;;
60;71311;NL11;90995;Onderzoeken optimalisatiemogelijkheden doorspoelregime;;SGBP1 2009-2015;2009-2015;S01;Een onderzoek naar de mogelijkheden om het doorspoelregime van het Amterdamse grachtenstelsel te optimaliseren;WB;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=240000.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;NVT;opzoeken;opzoeken;;;194.659227;;;;;;1;VaartenAmsterdam;2016;LM_20190916;Amsterdam;;;
61;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_2_1;325;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;Uitvoering intern;;;194.659227;;29.19888405;ha;;;1;VaartenAmsterdam;2016;LM_20190916;Amsterdam;;;
62;76512;NL11;90996;Aansluiten ongerioleerde woonboten;;SGBP2 2015-2021;2015-2021;IM06;Het gaat om het aansluiten van ongeveer 2300 ongerioleerde woonboten in de watergangen binnen de gemeente Amsterdam.Het gaat om de afronding van de maatregel uit de SGBP 1-periode;WB;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;NVT;;;194.659227;opmerking voor pbl: zonering verhoogt de ecologische kwaliteit, maar is slecht te kwantificeren op waterlichaamniveau;?;mg/m2/dag;;;1;VaartenAmsterdam;2018;LM_20190916;Amsterdam;;;
63;;;;Aanplanten onderwaterplanten in luwe zones van de Vecht.;;SGBP3 2021-2027;2021-2027;;Onder luwe zones vallen de huidige en nieuwe NVO`s, het Slijk en De Nes.;;NL11_1_2;2;n;;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF5;;intern;;;180.4977619;;;;;;;Vecht;2027;LM_20171017;Vecht;;;
64;;;;Aanleg natuurvriendelijke oevers.;;SGBP3 2021-2027;2021-2027;;De Vecht is 42 km lang. Dat is dus 84 km oever. Daarvan is ca 20 km verhard (bebouwde kom). Op dit moment is 40 km geschikt voor waterplanten. Een natuurvriendelijke oever kan worden ingericht door vooroevers aan te leggen om luwte te creeren en vegetatie te beschermen tegen golfslag. Opgemerkt moet worden dat ook binnen de bebouwde kom en voor beschoeide oevers submerse (Gele plomp met onderwater bladeren) en emerse vegetatie voorkomt, dus er is ook daar verbetering mogelijk op locaties waar dit nog niet zo is.;;NL11_1_2;40;km;;??;;0;0;0;0;0;0;ESF4;;;;;180.4977619;;;;;Specken, 2019;;Vecht;2027;LM_20171017;Vecht;;;
65;;;;Herstel en natuurvriendelijke inrichting oevers van de gemeente Stichtse Vecht, dan komt er nog 3 km bij.;;SGBP3 2021-2027;2021-2027;;Er is een afspraak met de gemeente dat bij het vervangen van de oude perkoenpaaltjes oevers worden hersteld en natuurvriendelijk worden ingericht.;;NL11_1_2;3;km;;Gemeente Stichtse Vecht.;;0;0;0;0;0;0;ESF4;;;;;180.4977619;;;;;Specken, 2019;;Vecht;2027;LM_20171017;Vecht;;;
66;;;;Beperken ongezuiverde lozingen rondvaartboten/ recreatievaart;p;SGBP3 2021-2027;2021-2027;BR04;;;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF1;initiëren;opzoeken;;;194.659227;bezoekers per dag, fractie bezoekers naar wc, P-vracht per plasbeurt;0;mg/m2/dag;;;;VaartenAmsterdam;2027;LM_20190916;Amsterdam;Lozingen rondvaart boten zitten niet in boezemmodel;;
67;;;;Zoneren vaarbewegingen grachten, luwtezones in 20% van begroeibaar areaal;scheepvaart;SGBP3 2021-2027;2021-2027;BR04;O.a. keizersgracht luw houden en prinsengracht.;;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF2;initiëren;opzoeken;;;194.659227;opmerking voor pbl: zonering verhoogt de ecologische kwaliteit, maar is slecht te kwantificeren op waterlichaamniveau;0;mg/m2/dag;;;;VaartenAmsterdam;2027;LM_20190916;Amsterdam;;;
68;71376;NL11;NL11_0140;Aanleggen natuurvriendelijke oevers bij faunaverbinding Naardermeer - Ankeveense Plassen;;SGBP1 2009-2015;2009-2015;IN07;;WB;NL11_2_2;2;km;j;Provincie Noord-Holland;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=500000.00;0;0;2;0;0;0;ESF4;uitgevoerd;intern beheer en onderhoud;;;159.8161379;;0.3;ha;;;1;VaartenVechtstreek;2016;LM_20190916;Vecht;;;
69;71300;NL11;90893;Onderzoeken maatregelen Vaarten Vecht (Omkeren waterstromen);;SGBP1 2009-2015;2009-2015;S01;Het betreft het uitvoeren van drie deelonderzoeken:- Onderzoeken leeftijdsopbouw vispopulatie- Onderzoeken mogelijkheden voor flexibel peilbeheer in de uitlopers van devaarten- Onderzoeken mogelijkheden alternatieve wateraanvoer naar de vaarten ter aanvulling /vervanging van ingelaten IJmeerwater via Stenen Beer;WB;NL11_2_2;3;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=312000.00|Beheer en Onderhoud per planperiode=0.00;0;0;3;0;0;0;ESF1;loopt;geen;;14.12754631;159.8161379;opmerking voor pbl: belasting op waterlichaam blijft gelijk, maar door omkeren stroomrichting wordt het zuidelijk deel veel lager belast, waardoor daar de ecol. toestand verbetert;0;mg/m2/dag;;;1;VaartenVechtstreek;2016;LM_20190916;Vecht;;;
70;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_2_2;325;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;Uitvoering intern;;;159.8161379;;23.97242069;ha;;;1;VaartenVechtstreek;2016;LM_20190916;Vecht;;;
71;76567;NL11;NL11_0222;Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1;;SGBP1 2009-2015;niet;IN15;Het gaat om het vispasseerbaar maken van de inlaat Steenen Beer bij Muiden. ;MW;NL11_2_2;2;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;1;0;0;ESF5;gefaseerd;intern uitzoeken;;14.12754631;159.8161379;;;;0;;1;VaartenVechtstreek;nvt;LM_20190916;Vecht;;;
72;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;p;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_2_2;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;159.8161379;pas vanaf SGBP2 effect veronderstelt  omdat er voldeonede effectieve maatregelen worden ingezet.;0;mg/m2/dag;;;1;VaartenVechtstreek;2021;LM_20190916;Vecht;;;
73;76507;NL11;90886;Aanleggen natuurvriendelijke oevers;areaal nieuw;SGBP2 2015-2021;2015-2021;IN07;Faseren? Oevers alleen aanleggen voor andere doelen dan KRW: beleving in stedelijk gebied of recreatie. Als de waterstromen zijn omgekeerd: dan krijgen delen van het WL meer kansen voor soortenrijke oevers.;WB;NL11_2_2;3;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;3;0;0;0;0;0;ESF4;locatie-specifiek;locatie-specifiek;;14.12754631;159.8161379;;;;;;1;VaartenVechtstreek;2021;LM_20190916;Vecht;;;
74;;;;Verbeteren Noorder Amstelkanaal: Dit kan door het verbinden van het Noorder Amstelkanaal aan Schinkel of door verbetereing in het rioolstelsel (b.v. het lozingspunt te verplaatsen, berging toe laten nemen).;p;SGBP3 2021-2027;2021-2027;BR04;;;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF1;initiëren;opzoeken;;;194.659227;;;;;;;VaartenAmsterdam;2027;LM_20190916;Amsterdam;;;
75;;;;Onderzoek: in beeld brengen waar kansen liggen voor NVO`s, in de vorm van damwandjes met bodemmateriaal.;nvt;SGBP3 2021-2027;2021-2027;BR04;;;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF4;initiëren;opzoeken;;;194.659227;;;;;;;VaartenAmsterdam;2027;LM_20190916;Amsterdam;;;
76;;;;Amoveren/ verbeteren zuivering Amstelveen;p;SGBP3 2021-2027;2021-2027;IM01;verminderen belasting RWZI nutrienten;MB;NL11_2_1;1;n;;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF1;loopt;Gemeente Amsterdam?;;;194.659227;;5;mg/m2/dag;;;;VaartenAmsterdam;2027;LM_20190916;Amsterdam;;;
77;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;p;SGBP3 2021-2027;2021-2027;BR01;Deze maatregel leidt tot 10% reductie van fosforbelasting uit polderwater. Wij zijn regionaal uit gegaan van de goede landbouwpraktijk (GLP) in 2027. Belangrijk is verder dat als gevolg van de GLP uitgaan van een grotere diepte van sloten (toename van ca 25 cm naar 40 cm). De uitworp uit een landbouwpolder neemt daardoor 10 % af, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ;MW;NL11_2_2;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;159.8161379;0;1.908483158;mg/m2/dag;;NMI, 2019;;VaartenVechtstreek;2027;LM_20190916;Vecht;;;
78;76567;NL11;NL11_0222;Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1;;SGBP2 2015-2021;2015-2021;IN15;Het gaat om het vispasseerbaar maken van de inlaat Steenen Beer bij Muiden. Hier is de bediening aangepast om vistrek mogelijk te maken.;MW;NL11_2_2;2;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF5;loopt;VaartenVechtstreek;vispasseerbaar maken kunstwerken;3;159.8161379;LM_20190916;Vecht;;;;;;2021;LM_20191017;;;;
79;;;;Omkeren waterstromen;p;SGBP2 2015-2021;2015-2021;S06;Deze maatregel zorgt ervoor dat het water uit kustpolders niet voorbij Naarden Vesting komt. Varen kan roet in het eten gooien: de Karnemelksloot knapt op, Naardertrekvaart niet: algen zijn hier niet het grootste probleem. ;MW;NL11_2_2;;;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF1;in onderzoek;opzoeken;;;159.8161379;opmerking voor pbl: belasting op waterlichaam blijft gelijk, maar door omkeren stroomrichting wordt het zuidelijk deel veel lager belast, waardoor daar de ecol. toestand verbetert;0;mg/m2/dag;;;;VaartenVechtstreek;2027;LM_20190916;Vecht;;;
80;71347;NL11;91099;Aanleggen natuurvriendelijke oevers Wilnisse Bovenlanden;;SGBP1 2009-2015;2009-2015;IN07;Het gaat om het aanleggen van natuurvriendelijke oevers in het oppervlaktewaterlichaam op locaties waar ruimte daartoe bestaat binnen het bestaand profiel.De maatregel wordt mede uitgevoerd in het kader van Natuurontwikkeling Wilnisse Bovenlanden en de aanleg van een Ecologische Verbindingszone langs de Bijleveld;WB;NL11_2_3;6;km;j;Provincie Utrecht;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=30000.00;0;0;0;6;0;0;ESF4;gefaseerd naar SGBP2;Provincie Utrecht;;4.314694103;#N/B;;0.9;ha;;;1;VaartenRondeVenen;nvt;LM_20190916;Amstel;;;
81;71396;NL11;NL11_0224;Vispasseerbaar maken van sluizen, gemalen en stuwen - autonoom;;SGBP1 2009-2015;2009-2015;IN15;Het betreft het vispasseerbaar maken van het nieuwe gemaal Dooijersluis. Hier is nu 2-zijdige passage mogelijk met vijzels.;WB;NL11_2_3;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=350000.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF5;uitgevoerd;intern onderhoud en beheer;;4.314694103;#N/B;2510;0;mg/m2/dag;0;;1;VaartenRondeVenen;2016;LM_20190916;Amstel;;;
82;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_2_3;325;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;Uitvoering intern;;;#N/B;;#N/B;ha;;;1;VaartenRondeVenen;2016;LM_20190916;Amstel;;;
83;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;p;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_2_3;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;#N/B;0;0;mg/m2/dag;;NMI, 2019;1;VaartenRondeVenen;2021;LM_20190916;Amstel;;;
84;76527;NL11;91099;Aanleggen natuurvriendelijke oevers Wilnisse Bovenlanden.;areaal nieuw;SGBP2 2015-2021;2015-2021;IN07;De maatregel wordt mede uitgevoerd in het kader van Natuurontwikkeling Wilnisse Bovenlanden en de aanleg van een Ecologische Verbindingszone langs deBijleveld.De maatregel is een voortzetting van de maatregel uit de SGBP 1-periode. Deze maatregel heeft ook invloed op ESF3, productiviteit bodem.;WB;NL11_2_3;6;km;j;Provincie Utrecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;6;0;0;0;ESF1, ESF3, ESF4;opzoeken;Provincie Utrecht;;4.314694103;#N/B;minder baggeraanwas, omdat er minder afkalving is;0.9;ha;;;1;VaartenRondeVenen;2018;LM_20190916;Amstel;;;
85;;;;Brasem en karper verwijderen;abb;SGBP3 2021-2027;2021-2027;BE01;uitvoeren actief visstand-sof schelpdierstandsbeheer;;NL11_2_3;1;n;j;Waterschap Amstel Gooi en Vecht ;NVT;0;0;0;0;0;0;ESF1;Niet effectief, deze wel aan PBL gerapporteerd, maar waarschijnlijk niet effectief: in een groot deel van dit waterlichaam is visbiomassa laag.;NVT;;4.314694103;#N/B;0;400;kg verwijderde vis/ha;;;;VaartenRondeVenen;2027;LM_20190916;Amstel;;;
86;;;;Verdiepen watergangen tot 35 cm.;p;SGBP3 2021-2027;2021-2027;IN12;Alleen bovenwettelijk is DAW, dus er is ook een aanpassing in de keur en handhaving nodig in het bovenstroomse gebied (want de hoofwatergang = KRW = meestal voldoende diep).;;NL11_2_3;4;n;j;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF4;bestuurlijke keuze;intern, bestuurlijke keuze;;4.314694103;#N/B;opmerking voor pbl: diepte is een primaire voorwaarde, zonder verdieping geen ecologie (werkt als een extra P-sink, en een beter temperatuurklimaat);0;mg/m2/dag;;;;VaartenRondeVenen;2027;LM_20190916;Amstel;;;
87;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;p;SGBP3 2021-2027;2021-2027;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_2_3;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;#N/B;0;0.263762769;mg/m2/dag;;NMI, 2019;;VaartenRondeVenen;2027;LM_20190916;Amstel;;;
88;71351;NL11;91113;Aanleggen natuurvriendelijke oevers Groene Jonker;;SGBP1 2009-2015;2009-2015;IN07;Het gaat om het aanleggen van natuurvriendelijke oevers langs de Groene Jonker;WB;NL11_2_4;1.8;km;n;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1.8;0;0;0;ESF4;uitgevoerd;opzoeken;;;#N/B;;0.27;ha;;;1;VaartenZevenhoven;2016;LM_20190916;Amstel;;;
89;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_2_4;325;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;Uitvoering intern;;;#N/B;;#N/B;ha;;;1;VaartenZevenhoven;2016;LM_20190916;Amstel;;;
90;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;p;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_2_4;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;#N/B;0;0;mg/m2/dag;;NMI, 2019;1;VaartenZevenhoven;2021;LM_20190916;Amstel;;;
91;76529;NL11;91103;Omleiden / scheiden waterstromen Amstellandboezem;p;SGBP2 2015-2021;2015-2021;IN02;Voorheen: Aanleggen schoonwaterkering Kromme Mijdrecht. Deze maatregel wordt genomen in de Amstellandboezem, maar heeft ook positief effect voor Vaarten Zevenhoven en Tussenboezem Vinkeveen a en b. ;MW;NL11_2_4;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF1;in onderzoek;opzoeken;;33.38;#N/B;60% lagere inlaatconcentratie;0.650284833;mg/m2/dag;;;1;VaartenZevenhoven;2021;LM_20190916;Amstel;;;
92;;;;Verdiepen watergangen tot 35 cm.;p;SGBP3 2021-2027;2021-2027;IN12;Alleen bovenwettelijk is DAW, dus er is ook een aanpassing in de keur en handhaving nodig in het bovenstroomse gebied (want de hoofwatergang = KRW = meestal voldoende diep).;;NL11_2_4;6;n;j;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF4;bestuurlijke keuze;intern, bestuurlijke keuze;;4.314694103;#N/B;opmerking voor pbl: diepte is een primaire voorwaarde, zonder verdieping geen ecologie (werkt als een extra P-sink, en een beter temperatuurklimaat);0;mg/m2/dag;;;;VaartenZevenhoven;2027;LM_20190916;Amstel;;;
