DBID;Namespace;LokaalID;Naam;Type maatregel voor doelen-model;Opmerkingen GtH;SGBPPeriode.omschrijving;UitvoeringIn;afweging;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;Kosten;interneKosten;beheerEnOnderhoudsKosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;Effect verwacht vanaf;aangepast;gebiedsteam;Kwaliteitselementen;
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_5_7;Breukeleveensche Plas;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;Gemeente Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF4, ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_5_7
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_5_6;Kievitsbuurt;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;Gemeente Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF4, ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_5_6
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_5_5;Loosdrechtse Plas 1 t/m 5;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;Gemeente Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF4, ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_5_5
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_5_8;Tienhovense Plassen;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;Gemeente Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF4, ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_5_8
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_5_9;Vuntus;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;Gemeente Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF4, ESF6;1;1/0;;;0;2027;GH_20191205;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_5_9
;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;stimuleren;BR01;In het stergebied is nog landbouwactiviteit, waarbij geimporteerd mest wordt uitgereden.;MW;NL11_5_7;Breukeleveensche Plas;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;DAW, agrarische collectieven, studieclubs, bedrijven;SGBP3;;ACTIE ??: jaarlijkse kosten agrarisch waterbeheer;;;0;0;0;0;0;0;ESF1;0.01;mg/m2/dag;;NMI, 2019;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2NL11_5_7
;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;stimuleren;BR01;In het stergebied is nog landbouwactiviteit, waarbij geimporteerd mest wordt uitgereden.;MW;NL11_5_6;Kievitsbuurt;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;DAW, agrarische collectieven, studieclubs, bedrijven;SGBP3;;ACTIE ??: jaarlijkse kosten agrarisch waterbeheer;;;0;0;0;0;0;0;ESF1;0.01;mg/m2/dag;;NMI, 2019;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2NL11_5_6
;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;stimuleren;BR01;In het stergebied is nog landbouwactiviteit, waarbij geimporteerd mest wordt uitgereden.;MW;NL11_5_5;Loosdrechtse Plas 1 t/m 5;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;DAW, agrarische collectieven, studieclubs, bedrijven;SGBP3;;ACTIE ??: jaarlijkse kosten agrarisch waterbeheer;;;0;0;0;0;0;0;ESF1;0.01;mg/m2/dag;;NMI, 2019;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2NL11_5_5
;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;stimuleren;BR01;In het stergebied is nog landbouwactiviteit, waarbij geimporteerd mest wordt uitgereden.;MW;NL11_5_8;Tienhovense Plassen;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;DAW, agrarische collectieven, studieclubs, bedrijven;SGBP3;;ACTIE ??: jaarlijkse kosten agrarisch waterbeheer;;;0;0;0;0;0;0;ESF1;0.01;mg/m2/dag;;NMI, 2019;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2NL11_5_8
;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;stimuleren;BR01;In het stergebied is nog landbouwactiviteit, waarbij geimporteerd mest wordt uitgereden.;MW;NL11_5_9;Vuntus;NL11_5_1;1;n;j;Waterschap Amstel Gooi en Vecht;DAW, agrarische collectieven, studieclubs, bedrijven;SGBP3;;ACTIE ??: jaarlijkse kosten agrarisch waterbeheer;;;0;0;0;0;0;0;ESF1;0.01;mg/m2/dag;;NMI, 2019;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2NL11_5_9
;;;Meer water vasthouden in het oostelijk Drechtgebied rond het veenbos;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;;"Mogelijke inrichting in stergebied oost/ Drecht om waterstromen tussen dit gebied en Loosdrecht te beïnvloeden; Meer water vasthouden in het Drechtgebied door een deel van de bestaande waterverbindingen af te dammen of te laten verlanden. De verwachting is dat deze maatregel weinig invloed heeft op aquatisch KRW doelen en de belasting richting Loosdrecht niet wezenlijk reduceerd (het water wordt via een andere route afgevoerd naar de plassen).";MW;NL11_5_5;Loosdrechtse Plas 1 t/m 5;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;Natuurmonumenten;SGBP3;;ACTIE ??: Mogelijk wel 30 dammen nodig.  Gaat na bij NMM wat zij graag af willen schotten en wat niet. ;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Meer water vasthouden in het oostelijk Drechtgebied rond het veenbosNL11_5_5
;;;Ontvangstvoorziening vuilwatertanks, varende voorziening Loosdrecht.;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;IM06;Varend publiek toilet, idem voor Wijde Blik;WB;NL11_5_5;Loosdrechtse Plas 1 t/m 5;NL11_5_1;;;;Gemeente Wijdemeren;Waterschap Amstel Gooi en Vecht;?;SGBP3;;;;0;0;0;0;0;0;ESF1;0;mg/m2/dag;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Ontvangstvoorziening vuilwatertanks, varende voorziening Loosdrecht.NL11_5_5
;;;Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. ;Achteruitgang vermijden;;SGBP3 2021-2027;2021-2027;;;Het is niet wenselijk dat grote delen van de plas worden gemaaid. Daarom zou een maximum areaal dat gemaaid mag worden in de ondiepe zone tussen 0-1 en 1-3 meter, plaggen en verwijderen van overhangend groen zou als geboden moeten vastgeled en geen overkluizing en beschoeiing zijn meer toegestaan. Voor welke waterlichamen willen we deze maatregel nog meer opnemen?;MW;NL11_5_7;Breukeleveensche Plas;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;geen investering maar operationele kosten;voor handhaving, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF1, ESF2, ESF6, ESF7;1;n;;;0;nvt;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. NL11_5_7
;;;Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. ;Achteruitgang vermijden;;SGBP3 2021-2027;2021-2027;;;Het is niet wenselijk dat grote delen van de plas worden gemaaid. Daarom zou een maximum areaal dat gemaaid mag worden in de ondiepe zone tussen 0-1 en 1-3 meter, plaggen en verwijderen van overhangend groen zou als geboden moeten vastgeled en geen overkluizing en beschoeiing zijn meer toegestaan. Voor welke waterlichamen willen we deze maatregel nog meer opnemen?;MW;NL11_5_6;Kievitsbuurt;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;geen investering maar operationele kosten;voor handhaving, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF1, ESF2, ESF6, ESF7;1;n;;;0;nvt;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. NL11_5_6
;;;Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. ;Achteruitgang vermijden;;SGBP3 2021-2027;2021-2027;;;Het is niet wenselijk dat grote delen van de plas worden gemaaid. Daarom zou een maximum areaal dat gemaaid mag worden in de ondiepe zone tussen 0-1 en 1-3 meter, plaggen en verwijderen van overhangend groen zou als geboden moeten vastgeled en geen overkluizing en beschoeiing zijn meer toegestaan. Voor welke waterlichamen willen we deze maatregel nog meer opnemen?;MW;NL11_5_5;Loosdrechtse Plas 1 t/m 5;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;geen investering maar operationele kosten;voor handhaving, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF1, ESF2, ESF6, ESF7;1;n;;;0;nvt;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. NL11_5_5
;;;Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. ;Achteruitgang vermijden;;SGBP3 2021-2027;2021-2027;;;Het is niet wenselijk dat grote delen van de plas worden gemaaid. Daarom zou een maximum areaal dat gemaaid mag worden in de ondiepe zone tussen 0-1 en 1-3 meter, plaggen en verwijderen van overhangend groen zou als geboden moeten vastgeled en geen overkluizing en beschoeiing zijn meer toegestaan. Voor welke waterlichamen willen we deze maatregel nog meer opnemen?;MW;NL11_5_8;Tienhovense Plassen;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;geen investering maar operationele kosten;voor handhaving, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF1, ESF2, ESF6, ESF7;1;n;;;0;nvt;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. NL11_5_8
;;;Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. ;Achteruitgang vermijden;;SGBP3 2021-2027;2021-2027;;;Het is niet wenselijk dat grote delen van de plas worden gemaaid. Daarom zou een maximum areaal dat gemaaid mag worden in de ondiepe zone tussen 0-1 en 1-3 meter, plaggen en verwijderen van overhangend groen zou als geboden moeten vastgeled en geen overkluizing en beschoeiing zijn meer toegestaan. Voor welke waterlichamen willen we deze maatregel nog meer opnemen?;MW;NL11_5_9;Vuntus;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;geen investering maar operationele kosten;voor handhaving, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF1, ESF2, ESF6, ESF7;1;n;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. NL11_5_9
;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;P-belasting verlagen;inderdaad opnemen in doelafleidin;SGBP3 2021-2027;2021-2027;;;Verhogen van de infiltratie op de heuvelrug leidt tot meer kwel. Gemeente Hilversum en GNR  stimuleren om maatregelen te nemen gericht op toename infiltratie hemelwater op heuvelrug. Provincie Noord-Holland en Vitens hebben een onderzoek uitgevoerd naar de mogelijkheden en noodzaak van reductie drinkwaterwinning Nieuw Loosdrecht (referentie rapport opzoeken). G.S. hebben besloten om de vergunning aan te passen op de actuele drinkwaterproduktie. In de praktijk is er geen verdere reductie afgesproken. Gezien de stikstofproblematiek is heroverweging van deze beslissing is wenselijk. Zie verder onderzoek reductie kwel Loosdrecht. ;MW;NL11_5_7;Breukeleveensche Plas;NL11_5_1;;;;Provincie Noord-Holland;Waterschap Amstel Gooi en Vecht;?;SGBP3;;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;LM_20191017;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Verminderen drinkwaterwinning, verharding en drainage door riolering op de HeuvelrugNL11_5_7
;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;P-belasting verlagen;inderdaad opnemen in doelafleidin;SGBP3 2021-2027;2021-2027;;;Verhogen van de infiltratie op de heuvelrug leidt tot meer kwel. Gemeente Hilversum en GNR  stimuleren om maatregelen te nemen gericht op toename infiltratie hemelwater op heuvelrug. Provincie Noord-Holland en Vitens hebben een onderzoek uitgevoerd naar de mogelijkheden en noodzaak van reductie drinkwaterwinning Nieuw Loosdrecht (referentie rapport opzoeken). G.S. hebben besloten om de vergunning aan te passen op de actuele drinkwaterproduktie. In de praktijk is er geen verdere reductie afgesproken. Gezien de stikstofproblematiek is heroverweging van deze beslissing is wenselijk. Zie verder onderzoek reductie kwel Loosdrecht. ;MW;NL11_5_5;Loosdrechtse Plas 1 t/m 5;NL11_5_1;;;;Provincie Noord-Holland;Waterschap Amstel Gooi en Vecht;?;SGBP3;;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;LM_20191017;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Verminderen drinkwaterwinning, verharding en drainage door riolering op de HeuvelrugNL11_5_5
;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;P-belasting verlagen;inderdaad opnemen in doelafleidin;SGBP3 2021-2027;2021-2027;;;Verhogen van de infiltratie op de heuvelrug leidt tot meer kwel. Gemeente Hilversum en GNR  stimuleren om maatregelen te nemen gericht op toename infiltratie hemelwater op heuvelrug. Provincie Noord-Holland en Vitens hebben een onderzoek uitgevoerd naar de mogelijkheden en noodzaak van reductie drinkwaterwinning Nieuw Loosdrecht (referentie rapport opzoeken). G.S. hebben besloten om de vergunning aan te passen op de actuele drinkwaterproduktie. In de praktijk is er geen verdere reductie afgesproken. Gezien de stikstofproblematiek is heroverweging van deze beslissing is wenselijk. Zie verder onderzoek reductie kwel Loosdrecht. ;MW;NL11_5_9;Vuntus;NL11_5_1;;;;Provincie Noord-Holland;Waterschap Amstel Gooi en Vecht;?;SGBP3;;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;LM_20191017;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Verminderen drinkwaterwinning, verharding en drainage door riolering op de HeuvelrugNL11_5_9
;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug (bij Groenekan);P-belasting verlagen;inderdaad opnemen in doelafleidin;SGBP3 2021-2027;2021-2027;;;Verhogen van de infiltratie op de heuvelrug leidt tot meer kwel. Gemeente Hilversum en GNR  stimuleren om maatregelen te nemen gericht op toename infiltratie hemelwater op heuvelrug. Provincie Noord-Holland en Vitens hebben een onderzoek uitgevoerd naar de mogelijkheden en noodzaak van reductie drinkwaterwinning Nieuw Loosdrecht (referentie rapport opzoeken). G.S. hebben besloten om de vergunning aan te passen op de actuele drinkwaterproduktie. In de praktijk is er geen verdere reductie afgesproken. Gezien de stikstofproblematiek is heroverweging van deze beslissing is wenselijk. Zie verder onderzoek reductie kwel Loosdrecht. ;WB;NL11_5_8;Tienhovense Plassen;NL11_5_1;;;;Provincie Utrecht;Waterschap Amstel Gooi en Vecht;?;SGBP3;;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;LM_20191017;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug (bij Groenekan)NL11_5_8
;;;Verwijderen voedselrijke waterbodem Vuntus;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;;;WB;NL11_5_9;Vuntus;NL11_5_1;;;;Provincie Noord-Holland;Waterschap Amstel Gooi en vecht;SGBP3 of gebiedsakkoord;SGBP3;;;;0;0;0;0;0;0;ESF1, ESF3;?;mg/m2/dag;;;0;2027;;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Verwijderen voedselrijke waterbodem VuntusNL11_5_9
;;;Zuiveren van afstromend regenwater (en mogelijke foutieve aansluiting);P-belasting verlagen;;SGBP3 2021-2027;2021-2027;waarschijnlijk disproportionele kosten;IM04;"Gegeven de gemeten fosforconcentraties in dit onderzoek en de door Waternet opgestelde waterbalans is de bijdrage van het verharde oppervlak aan de fosforvracht van de plassen bepaald op twaalf tot zestien procent. Doordat allerlei andere bronnen van fosfor op dit moment door Waternet worden aangepakt (of recent zijn aangepakt) neemt de procentuele bijdrage van het totale verharde oppervlak in het afvoergebied van de plassen toe naar zeventien tot maximaal drieëntwintig procent. De afstroming vanaf verhardingen op en rond het hoefijzer is verantwoordelijk voor negen tot maximaal zestien procent van de totale P-belasting van de Loosdrechtse plassen. De fosforbelasting van de plassen kan substantieel verlaagd worden door maatregelen te treffen waarmee het afstromende hemelwater wordt gezuiverd.
De fosforbelasting van de plassen kan substantieel verlaagd worden door maatregelen te treffen waarmee het afstromende hemelwater wordt gezuiverd. Hiervoor is de volgende combinatie van maatregelen aan te bevelen: 1) bronmaatregelen; 2) bodempassage en 3) op locaties waar een bodempassage niet inpasbaar is of een onvoldoende rendement levert, wordt een lokale zuivering toegepast in de vorm van een lijngoot met fosforbindend filtermateriaal, een lamellenfilter en/of een hydrodynamische afscheider inclusief een substraatfilter.
Hiervoor is de volgende combinatie van maatregelen aan te bevelen: 1) bronmaatregelen; 2) bodempassage en 3) op locaties waar een bodempassage niet inpasbaar is
of een onvoldoende rendement levert, wordt een lokale zuivering toegepast in de vorm van een lijngoot met fosforbindend filtermateriaal, een lamellenfilter en/of een hydrodynamische afscheider inclusief een substraatfilter.";WB;NL11_5_5;Loosdrechtse Plas 1 t/m 5;NL11_5_1;1;n;j;Gemeente Wijdemeren;Waterschap Amstel Gooi en Vecht;?;SGBP3;;;;0;0;0;0;0;0;ESF1;0.04;mg/m2/dag;;;0;nvt;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Zuiveren van afstromend regenwater (en mogelijke foutieve aansluiting)NL11_5_5
71340;NL11;91075;Beperken juveniele ganzen door eieren rapen;Ganzen beheren;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE08;Het betreft het rapen van eieren om de graas door ganzen en daarmee de belasting van het milieu in het gebied te beperken.;MW;NL11_5_3;Loenderveen Oost;NL11_5_3;1;n;n;Gemeente Amsterdam;;;;Investering per planperiode=5000.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;1;0;0;0;ESF6;0;1/0;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Beperken juveniele ganzen door eieren rapenNL11_5_3
71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_5_3;Loenderveen Oost;NL11_5_3;30;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;0;0;325;0;0;0;ESF4;0;1/0;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1NL11_5_3
71335;NL11;91069;Uitvoeren herstelmaatregelen Loenderveen Oost, fase 0 - effect 2;Oeverstructuur verbeteren;;SGBP1 2009-2015;2009-2015;uitgevoerd;IN13;Het gaat om de aanleg van vooroevers om zo een natuurlijke oevervegetatie (riet) tot ontwikkeling te laten komenDe maatregel vormt één pakket met de andere drie maatregelen van fase 0 in dit gebied.;WB;NL11_5_3;Loenderveen Oost;NL11_5_3;0.3;ha;n;Gemeente Amsterdam;;;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=600000.00;;;0;0;0.3;0;0;0;ESF4;0;% van overig ongeschikt;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Uitvoeren herstelmaatregelen Loenderveen Oost, fase 0 - effect 2NL11_5_3
71333;NL11;91067;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 0 - effect 1;Open landschap herstellen;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE03;Het gaat om een beheer/herstel van 500 m legakkers door het jaarlijks verwijderen van nieuwe boomopslag, maaien en afvoeren van maaisel. De maatregel vormt één pakket met de andere 3 maatregelen van fase 0 in dit gebied;WB;NL11_5_3;Loenderveen Oost;NL11_5_3;0.5;km;n;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;;;Investering per planperiode=6825.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;0.5;0;0;0;ESF4;0;% van bebost;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 0 - effect 1NL11_5_3
71336;NL11;91071;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 0 - effect 3;Areaal nieuw;;SGBP1 2009-2015;2009-2015;uitgevoerd;IN12;Het gaat om de reconstructie van 10 poelen en 5 slenken/eilanden.De maatregel vormt één pakket met de andere drie maatregelen van fase 0 in dit gebied.;WB;NL11_5_3;Loenderveen Oost;NL11_5_3;0.1;ha;n;Gemeente Amsterdam;;;;Investering per planperiode=40000.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;0.1;0;0;0;ESF4;0;km;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 0 - effect 3NL11_5_3
