O;W;locatie.EAG;jaar;W1;W2;W3;W4;W4a;W4b;W5;W5a;W5b;W5c;W6;W7;W7a;W7b;W7c;W7d;W9;O1;O2;O3;O4;O5;O6;O7;O8;doorz_diep;FLAB;KROOS;SUBMS;woeker;n_soort;n_ovsoort;DRIJF;riet;watertype;StedelijkLandelijk;ESTnaam2;ESTnaam3;estnaam;omschrijving.x;omschrijving.y;estnaamvol
O5;W7a;4250-EAG-1;2004;0;0;1;1;1;0;1;0;1;0;0;8;11;0;2;3;2;0;0;0;0;26;5;0;0;1;0.001;6;20;6;2;10;1;0;M3;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;4250-EAG-2;2011;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;3;1;0;0;1;0.001;0.05;1.5;1.5;0.5;7;2.05;0;M6a;Landelijk;K;L;W7a_O5_K_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_K_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;4250-EAG-2;2014;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;4;0;0;0;1;0;0.1;0.05;0.1;1;7.5;0.55;0;M6a;Landelijk;K;L;W7a_O5_K_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_K_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;5000-EAG-7;2015;0;0;0;0;0;0;0;0;0;0;1;2;3;1;0;0;1;3;0;0;0;4;0;1;0;1;0;0;32.5;30;1;1;0;0;M6a;Stedelijk;K;St;W7a_O5_K_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_K_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6430-EAG-1;2018;2;9;0;6;1;0;2;0;4;0;4;2;9;1;1;2;2;0;0;0;0;29;3;0;0;1;0;10;13.5;2;2.5;10.5;1;0;M8;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6440-EAG-1;2014;0;1;0;0;0;0;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;5;1;1;0;1;0.1;0.1;12;5;1;11;0.1;0;M1a;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6440-EAG-1;2017;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;1;0;0;0;0;5;0;1;0;1;0.55;2;17.5;15;2;7.5;0.1;0;M1a;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6440-EAG-2;2017;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;20;15;5;12;12;0;M1a;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6440-EAG-3;2014;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0.875;0.05;31;13;12.5;0.5;9;0.05;3.5;M1a;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6450-EAG-3;2010;0;2;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;3;0;0;0;0.75;0.001;70;0;1;1;10;0;0;M1a;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6480-EAG-2;2007;0;3;0;0;0;0;0;0;1;0;0;1;3;0;0;0;0;0;0;0;0;4;1;0;0;2;0.001;60;1;3;1;12;2;0;M1a;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6490-EAG-1;2015;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;1;0;6;1.05;0.55;2.5;3;0.05;2;M1a;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6530-EAG-1;2007;0;23;0;0;0;0;10;0;3;0;0;6;25;0;11;0;0;0;0;0;0;30;20;0;0;1.75;0.001;55;20;5;3;13.5;7.5;0;M8;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6530-EAG-2;2017;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;3;0;0;0;1;5;5;30;30;3;13;0.1;0;M8;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6540-EAG-1;2016;0;1;0;1;1;0;5;4;5;3;1;6;8;1;3;6;0;0;0;0;0;22;15;1;0;1;0.1;0.1;35;30;4;13.5;1;0;M1a;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6540-EAG-1;2019;1;2;0;0;0;0;10;2;2;0;2;10;13;3;0;0;0;0;0;0;0;29;6;3;0;1;0.1;1;30;15;3;11;0.1;0;M1a;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6540-EAG-2;2018;0;0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;5;1;0;0;1;1.5;0.55;65;35;3;11.5;2.5;0;M1a;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6540-EAG-2;2019;0;0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;4;1;0;0;1;0;0.1;50;30;4;7;1;0;M1a;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6540-EAG-3;2017;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;4;0;1;0;1;0;0.1;10;8;2;4;0.1;10;M1a;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6540-EAG-3;2018;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;1;0;0;0;0;5;0;0;0;1;0;0;5;5;3;2;0;3;M1a;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6550-EAG-1;2005;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;99;0.001;0;7.7;9;2;8;10;1;M1a;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6550-EAG-1;2017;2;2;0;0;0;0;0;0;2;0;2;1;3;0;1;0;1;0;0;0;0;6;2;1;0;1;1;50;40;5;3;13;1;0;M1a;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6550-EAG-2;2009;0;1;0;0;0;0;2;0;0;0;0;1;3;0;0;0;0;0;0;0;0;4;0;0;0;0.7375;0.001;4;11.5;7.5;4.5;5;1;0;M1a;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6550-EAG-3;2009;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0.666666667;0.001;100;2;2;1;7;0;1;M1a;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6550-EAG-3;2014;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;1;0.05;6;14.5;3.5;2.5;4.5;0.05;2.5;M1a;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;6570-EAG-1;2017;0;2;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;0;2;0;0;0;1;0;55;5;3;3;7;0;0;M8;Landelijk;Sl;L;W7a_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;7060-EAG-1;2016;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0.793103448;0;0;12.5;6.5;4;0;0;0;M3;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;7100-EAG-2;2015;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0.1;10;8;3;2;5;5;M3;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8000-EAG-1;2018;0;1;0;1;0;1;0;0;0;0;0;1;2;0;0;1;0;1;0;0;0;3;0;1;0;1;0;0.1;25;45;1;11;35;4;M6a;Stedelijk;K;St;W7a_O5_K_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_K_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8030-EAG-3;2015;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0.1;0.1;0.1;1;5;0;2;M10;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8030-EAG-5;2012;0;3;0;1;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;5;0;1;0;0.875;0;8;2;2;1;2;0;1.5;M10;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8030-EAG-6;2018;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;10;25;20;5;2;0;2;M10;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8050-EAG-1;2012;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0.05;0.55;0.55;1;4;0.1;2;M1a;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8050-EAG-1;2015;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0.1;2.05;1.55;1;1.5;0.05;2.5;M1a;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8060-EAG-1;2014;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;3;0;0;0;1;0;0.1;0.5;0.5;1;2;0.05;3;M3;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8060-EAG-1;2015;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;2;1;0;0;0;3;0;2;0;0.736263736;0;0;0.05;0.05;0.5;4;0.05;7.5;M3;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8070-EAG-1;2012;0;0;0;4;0;0;0;0;0;0;0;9;17;0;0;0;3;1;0;0;0;32;0;0;0;0.875;0;0;3;3;1;0;0;0;M20;Stedelijk;DM;St;W7a_O5_DM_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_DM_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8070-EAG-1;2015;0;0;0;1;0;0;0;0;0;0;6;1;18;0;0;0;5;4;0;1;0;26;0;0;0;1;0;0;5;5;2;0;0;0;M20;Stedelijk;DM;St;W7a_O5_DM_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_DM_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8070-EAG-1;2018;0;0;0;4;0;0;0;0;0;0;3;6;8;0;0;0;1;4;0;0;0;18;0;0;0;0.829761905;0;0;3;3;2;0;0;0;M20;Stedelijk;DM;St;W7a_O5_DM_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_DM_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8070-EAG-2;2012;0;1;0;5;0;0;0;0;0;0;1;0;5;0;0;0;2;6;0;0;0;7;0;1;0;0.666666667;0;0.1;2;2;1;4;0;0.5;M3;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8070-EAG-2;2014;0;7;0;7;1;3;1;0;0;0;1;3;15;0;0;1;2;3;0;1;0;15;1;10;0;1;0;2.5;10;10;2;4.5;0.1;5;M3;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8070-EAG-2;2015;0;1;0;1;2;2;0;0;0;0;0;3;4;0;0;0;1;3;0;0;0;8;1;1;0;0.75;0;0.1;10;3;1;4;2;0.1;M3;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8070-EAG-2;2017;0;3;0;0;0;0;0;0;0;0;0;1;6;0;0;2;3;3;0;0;0;8;0;1;0;1;0;1.55;3;4;1;4.5;2.5;1;M3;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8080-EAG-1;2015;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;25;15;3;3;1;0;M10;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8090-EAG-1;2012;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;25;20;10;3;10;0.1;2;M10;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7a;8090-EAG-2;2014;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0.75;0.1;1;15;0;0;9;0.1;2;M10;Stedelijk;Sl;St;W7a_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7a_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten in lage dichtheid_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7b;2010-EAG-2;2014;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;50;25;50.05;30;2;0.5;3.5;2;7;M8;Stedelijk;Sl;St;W7b_O5_Sl_St;Het water is helder met weinig soorten ondergedoken waterplanten en het water is bedekt met een dichte laag FLAB;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7b_O5_Sl_St_Het water is helder met weinig soorten ondergedoken waterplanten en het water is bedekt met een dichte laag FLAB_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7b;2380-EAG-1;2015;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0;0;1;5;0;15;15;4;12;0;0;M1a;Landelijk;Sl;L;W7b_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten en het water is bedekt met een dichte laag FLAB;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7b_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten en het water is bedekt met een dichte laag FLAB_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7b;2400-EAG-3;2015;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;3;2;0;0;1;5;8;20;15;4;12;0.1;0;M8;Landelijk;Sl;L;W7b_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten en het water is bedekt met een dichte laag FLAB;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7b_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten en het water is bedekt met een dichte laag FLAB_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W7b;2400-EAG-4;2015;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;0;0;0;0;0;0;4;1;0;0;1;1;8;75;40;2;10;1;0;M8;Landelijk;Sl;L;W7b_O5_Sl_L;Het water is helder met weinig soorten ondergedoken waterplanten en het water is bedekt met een dichte laag FLAB;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W7b_O5_Sl_L_Het water is helder met weinig soorten ondergedoken waterplanten en het water is bedekt met een dichte laag FLAB_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
