koppelnummer;DBID;Namespace;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;LokaalID;Naam;type;Type 2;SGBPPeriode.omschrijving;UitvoeringIn;Toelichting;ToelichtingUitgebreid;KRWMaatregel.code;KRWMaatregelNiveau.code;KRWStroomgebiedDistrict.code;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.code;Initiatiefnemer.naam;Partij;Initiatiefnemer.waternet;EUFonds.code;Kosten;financieringsbron;RelatieMetNatura2000Gebied;RelatieMetWaterwinning;KTM.Code;KTM.omschrijving;Kwaliteitselementen;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;Investeringskosten;beheerEnOnderhoudsKosten;interneKosten;Type maatregel voor doelen-model;Opmerkingen (deels GtH);gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);kostencategorie;afweging;Bestuur AGV;Bestuur andere overheid;Contactpersonen;esf;Totale belasting P;betreffend areaal (km of ha);OmvangWaternet;eenheid;litteratuurverwijzing;wkp;Effect verwacht vanaf;HoortbijKRWWaterlichaam_oud;aangepast;xxxxx;punten bij invoeren Wkp;oplossing
84;76541;NL11;NL11_6_1;Ster en Zodden;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;Nutriëntenbelasting uit de landbouw beperken;;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Bovenkerkerpolder, Noorderlegmeer, Groot Wilnis-Vinkeveen Zuid, Polder Demmerik, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, Mijdrechtse Bovenlanden, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts Ankeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Ster en Zodden, Maarsseveense Zodden en omgeving, Molenpolder en Westbroek;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;BR01;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_95|NL_VOG_95|NL_HAB_83;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven, studieclubs, bedrijven;;in uitvoering;;;;ESF1;1.727759773;;0;mg/m2/dag;NMI, 2019;1;2021;NL11_6_1;LM_20190916;;;
436;76541;NL11;NL11_6_3;Stichtse Ankeveense Plassen;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;Nutriëntenbelasting uit de landbouw beperken;;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Bovenkerkerpolder, Noorderlegmeer, Groot Wilnis-Vinkeveen Zuid, Polder Demmerik, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, Mijdrechtse Bovenlanden, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts Ankeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Ster en Zodden, Maarsseveense Zodden en omgeving, Molenpolder en Westbroek;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;BR01;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_95|NL_VOG_95|NL_HAB_83;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven, studieclubs, bedrijven;;in uitvoering;;;;ESF1;0.468560279;;0;mg/m2/dag;NMI, 2019;1;2021;NL11_6_3;LM_20190916;;;
331;76541;NL11;NL11_5_8;Tienhovense Plassen;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;Nutriëntenbelasting uit de landbouw beperken;;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Bovenkerkerpolder, Noorderlegmeer, Groot Wilnis-Vinkeveen Zuid, Polder Demmerik, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, Mijdrechtse Bovenlanden, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts Ankeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Ster en Zodden, Maarsseveense Zodden en omgeving, Molenpolder en Westbroek;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;BR01;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_95|NL_VOG_95|NL_HAB_83;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven, studieclubs, bedrijven;;in uitvoering;;;;ESF1;1.38705401;;0;mg/m2/dag;NMI, 2019;1;2021;NL11_5_1;LM_20190916;;;
115;71350;NL11;NL11_2_5;Vaarten Ronde Hoep;91104;Onderzoeken maatregelen in en rondom de Ronde Hoep;Onderzoek;;SGBP1 2009-2015;2009-2015;Het gaat om het uitvoeren van zes deelonderzoeken:- Onderzoeken mogelijkheden voor toepassen flexibel peilbeheer- Onderzoeken mogelijkheden naar beperken inlaat hoogwatervoorzieningen- Onderzoeken mogelijkheden om bron inlaat te wijzigen- Onderzoeken mogelijkheden om Bennink te isoleren- Onderzoeken mogelijkheden van het graven van extra water in de agrarische peilvakken (west en oost)- Onderzoeken mogelijkheden naar het aanleggen van 6 hectare extra open water in het reservaat;Het gaat om het uitvoeren van zes deelonderzoeken:- Onderzoeken mogelijkheden voor toepassen flexibel peilbeheer- Onderzoeken mogelijkheden naar beperken inlaat hoogwatervoorzieningen- Onderzoeken mogelijkheden om bron inlaat te wijzigen- Onderzoeken mogelijkheden om Bennink te isoleren- Onderzoeken mogelijkheden van het graven van extra water in de agrarische peilvakken (west en oost)- Onderzoeken mogelijkheden naar het aanleggen van 6 hectare extra open water in het reservaat;S01;WB;;6;n;j;;Waterschap;uitgevoerd;Waterschap Amstel, Gooi en Vecht;;0;0;;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;6;0;0;0;;;;Onderzoek;;Landschap Noord-Holland;;uitgevoerd;;;;ESF1;;;1;n;;1;2016;NL11_2_5;LM_20190916;;;
116;71380;NL11;NL11_2_5;Vaarten Ronde Hoep;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden en op diepte brengen;;SGBP1 2009-2015;2009-2015;Een gebiedsbrede maatregel in alle waterlichamen;Een gebiedsbrede maatregel in alle waterlichamen;BE03;MW;;30;km;j;;Waterschap;uitgevoerd;Waterschap Amstel, Gooi en Vecht;;0;0;;;;;Macrofauna_Overige Waterflora_Vis;0;0;325;0;0;0;;;;Natuurvriendelijk onderhouden EMERS en SUBMERS;;geen;;uitgevoerd;;;;ESF4;;;0;km watergang;;1;2016;NL11_2_5;LM_20190916;;;
556;76541;NL11;NL11_8_1;Tussenboezem Vinkeveen a;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;Nutriëntenbelasting uit de landbouw beperken;;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Bovenkerkerpolder, Noorderlegmeer, Groot Wilnis-Vinkeveen Zuid, Polder Demmerik, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, Mijdrechtse Bovenlanden, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts Ankeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Ster en Zodden, Maarsseveense Zodden en omgeving, Molenpolder en Westbroek;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;BR01;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_95|NL_VOG_95|NL_HAB_83;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven, studieclubs, bedrijven;;in uitvoering;;;;ESF1;1.445456868;;0;mg/m2/dag;NMI, 2019;1;2021;NL11_8_1;LM_20190916;;;
145;76541;NL11;NL11_2_7;Vaarten Groot Mijdrecht;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;Nutriëntenbelasting uit de landbouw beperken;;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Bovenkerkerpolder, Noorderlegmeer, Groot Wilnis-Vinkeveen Zuid, Polder Demmerik, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, Mijdrechtse Bovenlanden, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts Ankeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Ster en Zodden, Maarsseveense Zodden en omgeving, Molenpolder en Westbroek;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;BR01;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_95|NL_VOG_95|NL_HAB_83;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven, studieclubs, bedrijven;;in uitvoering;;;;ESF1;46.43335037;;0;mg/m2/dag;NMI, 2019;1;2021;NL11_2_7;LM_20190916;;;
117;76541;NL11;NL11_2_5;Vaarten Ronde Hoep;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;Nutriëntenbelasting uit de landbouw beperken;;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Bovenkerkerpolder, Noorderlegmeer, Groot Wilnis-Vinkeveen Zuid, Polder Demmerik, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, Mijdrechtse Bovenlanden, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts Ankeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Ster en Zodden, Maarsseveense Zodden en omgeving, Molenpolder en Westbroek;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;BR01;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_95|NL_VOG_95|NL_HAB_83;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven, studieclubs, bedrijven;;in uitvoering;;;;ESF1;13.96100355;;0;mg/m2/dag;NMI, 2019;1;2021;NL11_2_5;LM_20190916;;;
81;76541;NL11;NL11_2_2;Vaarten Vechtstreek;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;Nutriëntenbelasting uit de landbouw beperken;;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Bovenkerkerpolder, Noorderlegmeer, Groot Wilnis-Vinkeveen Zuid, Polder Demmerik, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, Mijdrechtse Bovenlanden, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts Ankeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Ster en Zodden, Maarsseveense Zodden en omgeving, Molenpolder en Westbroek;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;BR01;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_95|NL_VOG_95|NL_HAB_83;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven, studieclubs, bedrijven;;in uitvoering;;;;ESF1;12.36199843;;0;mg/m2/dag;;1;2021;NL11_2_2;LM_20190916;;;
108;76541;NL11;NL11_2_4;Vaarten Zevenhoven;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;Nutriëntenbelasting uit de landbouw beperken;;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Bovenkerkerpolder, Noorderlegmeer, Groot Wilnis-Vinkeveen Zuid, Polder Demmerik, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, Mijdrechtse Bovenlanden, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts Ankeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Ster en Zodden, Maarsseveense Zodden en omgeving, Molenpolder en Westbroek;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;BR01;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_95|NL_VOG_95|NL_HAB_83;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven, studieclubs, bedrijven;;in uitvoering;;;;ESF1;22.18581865;;0;mg/m2/dag;NMI, 2019;1;2021;NL11_2_4;LM_20190916;;;
43;76541;NL11;NL11_1_2;Vecht;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;Nutriëntenbelasting uit de landbouw beperken;;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Bovenkerkerpolder, Noorderlegmeer, Groot Wilnis-Vinkeveen Zuid, Polder Demmerik, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, Mijdrechtse Bovenlanden, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts Ankeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Ster en Zodden, Maarsseveense Zodden en omgeving, Molenpolder en Westbroek;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;BR01;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_95|NL_VOG_95|NL_HAB_83;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven, studieclubs, bedrijven;;in uitvoering;;;;ESF1;64.23;;0;mg/m2/dag;;1;2021;NL11_1_2;LM_20190916;;;
225;76541;NL11;NL11_3_4;Vinkeveense Plassen;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;Nutriëntenbelasting uit de landbouw beperken;;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Bovenkerkerpolder, Noorderlegmeer, Groot Wilnis-Vinkeveen Zuid, Polder Demmerik, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, Mijdrechtse Bovenlanden, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts Ankeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Ster en Zodden, Maarsseveense Zodden en omgeving, Molenpolder en Westbroek;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;BR01;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_95|NL_VOG_95|NL_HAB_83;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven, studieclubs, bedrijven;;in uitvoering;;;;ESF1;0.732655921;;0;mg/m2/dag;NMI, 2019;1;2021;NL11_3_4;LM_20190916;;;
77;;NL11;NL11_1_1;Amstellandboezem;GEB-y;Maatregelen in de landbouw om nutriëntenbelasting op de waterlichamen te beperken;Nutriëntenbelasting uit de landbouw beperken;Nutriëntenbelasting uit de landbouw beperken;SGBP3 2021-2027;2021-2027;Aan deze maatregel wordt uitvoering gegeven via Agrarisch waterbeheer en Waterdiepte op maat. De maatregel is relevant voor dit waterlichaam, omdat er veel agrarische polders naar de boezem afwateren. Precisiebemesting, bodemverbetering en routemaatregelen (bufferzone) zijn maatregelen die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het best uitvoerbaar en nuttigst zijn. Wij zijn regionaal uitgegaan van de goede landbouwpraktijk (GLP) in 2027. De uitworp uit een landbouwpolder neemt daardoor 10% af, voor een belangrijk deel door een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ;"Deze maatregel is relevant voor dit waterlichaam omdat er veel agrarische polders naar de boezem afwateren. De typen maatregelen zijn precisiebemesting, bodemverbetering en routemaatregelen (bufferzone). Hier vallen maatregelen onder die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies maar ook vrijwillige maatregelen. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het meest uitvoerbaar en nuttig zijn. Er wordt daarbij onderscheid gemaakt in maatregelen voor een goede bodem, een duurzame bemesting (precisielandbouw), waterbeheer en end-of-pipe maatregelen.
Deze maatregel leidt tot 10% reductie van fosforbelasting uit polderwater. Wij zijn regionaal uitgegaan van de goede landbouwpraktijk (GLP) in 2027. Belangrijk is verder dat we als gevolg van de GLP uitgaan van een grotere diepte van sloten (toename van ca 25 cm naar 40 cm). De uitworp uit een landbouwpolder neemt daardoor 10% af, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ";BR01;MW;;1;n;j;;Waterschap;Boeren;Waterschap Amstel, Gooi en Vecht;;0;BA Agrarisch waterbeheer;;;KTM2 ;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven;type 2;bestuurlijk vastgesteld;Programma agrarisch waterbeheer, waterdiepte op maat;;;ESF1;33.38;;2.62;mg/m2/dag;NMI, 2019;1;2027;NL11_1_1;LM_20190916;;;
309;76541;NL11;NL11_5_9;Vuntus;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;Nutriëntenbelasting uit de landbouw beperken;;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Bovenkerkerpolder, Noorderlegmeer, Groot Wilnis-Vinkeveen Zuid, Polder Demmerik, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, Mijdrechtse Bovenlanden, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts Ankeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Ster en Zodden, Maarsseveense Zodden en omgeving, Molenpolder en Westbroek;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;BR01;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_95|NL_VOG_95|NL_HAB_83;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven, studieclubs, bedrijven;;in uitvoering;;;;ESF1;2.204372816;;0;mg/m2/dag;NMI, 2019;1;2021;NL11_5_1;LM_20190916;;;
