OWMNAAM;OWL;OWMNAAM_SGBP3;OWL_SGBP3;Watertypen;GebiedType;ESF1;ESF2;ESF3;ESF4;ESF5;ESF6;ESF7;ESF8;Karakterschets;Doelen;Toestand;Trend;TrendChemie;Oorzaken;Maatregelen;MonitoringAnalyseWensen;ESF1;ESF2;ESF3;ESF4;ESF5;ESF6;ESF7;ESF8;MotiveringBegrenzing;Gemeenten;Provincies;Eigenaren;Status;Literatuurverwijzing;Gebiedspartners;aangepast;Opmerking;StatusFS
;;Polder Breukelen-Proostdij, bemalen gebied;3350;M8;Landelijk;2;1;0;3;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een veenbodem (M8), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 3350-EAG-2: De gemiddelde bedekking met waterplanten is redelijk (0). De bedekking met kroos (0) is laag. Er is weinig FLAB.;In 3350-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.15 ekr per planperiode tussen 2006 en 2019). In 3350-EAG-2: De score op de maatlat Waterflora vertoont een negatieve trend (-0.52 ekr per planperiode tussen 2006 en 2019).;;;;;Productiviteit water vormt mogelijk een probleem. De fosforbelasting ligt tussen de 4.7 en 17.9 mg/m2/dag. De kritische fosforbelasting is 14.4. Dit is berekend met het metamodel van PCditch.;Lichtklimaat vormt geen probleem. ;;In 3350-EAG-2: Habitatgeschiktheid vormt een probleem omdat de waterdiepte te gering is. De mediane waterdiepte is kleiner dan 35 cm (0.15). De mediane dikte van het slib is 0.3. Wanneer de sliblaag wordt verwijderd zal de waterdiepte voldoende zijn voor een gezond ecosysteem. In 3350-EAG-1: Habitatgeschiktheid vormt een probleem omdat de waterdiepte te gering is. De mediane waterdiepte is kleiner dan 35 cm (0.225). De mediane dikte van het slib is 0.1. Wanneer de sliblaag wordt verwijderd zal de waterdiepte nog steeds te gering zijn voor een gezond ecosysteem.;;;;;;Stichtse Vecht;Utrecht;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;Noordpolder beoosten Muiden, bemalen;4100;M8;Landelijk;3;3;0;3;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een veenbodem (M8), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 4100-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (35). De bedekking met kroos (40) is hoog. Er is weinig FLAB  (). In 4100-EAG-2: De gemiddelde bedekking met waterplanten is redelijk (5). De bedekking met kroos (20) is hoog. Er is weinig FLAB  ().;In 4100-EAG-1: De score op de maatlat Waterflora vertoont geen trend. In 4100-EAG-2: De score op de maatlat Waterflora vertoont geen trend.;;;;;Productiviteit water vormt een probleem. De fosforbelasting ligt tussen de 34.9 en 35 mg/m2/dag. De kritische fosforbelasting is 18.1. Dit is berekend met het metamodel van PCditch.;Lichtklimaat vormt een probleem.;;In 4100-EAG-2: Habitatgeschiktheid vormt een probleem omdat de waterdiepte te gering is. De mediane waterdiepte is kleiner dan 35 cm (0.2). De mediane dikte van het slib is 0. Wanneer de sliblaag wordt verwijderd zal de waterdiepte nog steeds te gering zijn voor een gezond ecosysteem. In 4100-EAG-1: Habitatgeschiktheid vormt een probleem omdat de waterdiepte te gering is. De mediane waterdiepte is kleiner dan 35 cm (0.2). De mediane dikte van het slib is 0.2. Wanneer de sliblaag wordt verwijderd zal de waterdiepte voldoende zijn voor een gezond ecosysteem.;;;;;;Gooise Meren;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;B.O.B.M.-polder en Buitendijken tussen Muiderberg en Naarden, B.O. bemalen;4110;M1a;Landelijk;3;1;0;3;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een minerale bodem (M1a), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 4110-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (1). De bedekking met kroos () is hoog. Er is weinig FLAB.;In 4110-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.09 ekr per planperiode tussen 2006 en 2019). In 4110-EAG-2: De score op de maatlat Waterflora vertoont geen trend.;;;;;Productiviteit water vormt een probleem. De fosforbelasting ligt tussen de 15.7 en 22.7 mg/m2/dag. De kritische fosforbelasting is 15.1. Dit is berekend met het metamodel van PCditch.;;;In 4110-EAG-2: Habitatgeschiktheid vormt een probleem omdat de waterdiepte te gering is. De mediane waterdiepte is kleiner dan 35 cm (0.2). De mediane dikte van het slib is 0.05. Wanneer de sliblaag wordt verwijderd zal de waterdiepte nog steeds te gering zijn voor een gezond ecosysteem. In 4110-EAG-1: Habitatgeschiktheid vormt een probleem omdat de waterdiepte te gering is. De mediane waterdiepte is kleiner dan 35 cm (0.325). De mediane dikte van het slib is 0.075. Wanneer de sliblaag wordt verwijderd zal de waterdiepte voldoende zijn voor een gezond ecosysteem.;;;;;;Gooise Meren;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;Zuidpolder beoosten Muiden, Zuidpolder beoosten Muiden;4130;M8;Landelijk;2;1;0;3;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een veenbodem (M8), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 4130-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (20). De bedekking met kroos (100) is hoog. Er is weinig FLAB  ().;In 4130-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.11 ekr per planperiode tussen 2006 en 2019).;;;;;Productiviteit water vormt mogelijk een probleem. De fosforbelasting ligt tussen de 6.3 en 33 mg/m2/dag. De kritische fosforbelasting is 14.9. Dit is berekend met het metamodel van PCditch.;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;Habitatgeschiktheid vormt een probleem omdat de waterdiepte te gering is. De mediane waterdiepte is kleiner dan 35 cm (0.325). De mediane dikte van het slib is 0.225. Wanneer de sliblaag wordt verwijderd zal de waterdiepte voldoende zijn voor een gezond ecosysteem.;;;;;;Gooise Meren, Weesp;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;Heintjesrak- en Broekerpolder, nabij Faunapassage;4200;M8;Landelijk;2;1;0;1;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een veenbodem (M8), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 4200-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (). De bedekking met kroos () is hoog. Er is weinig FLAB. In 4200-EAG-2: De gemiddelde bedekking met waterplanten is redelijk (). De bedekking met kroos () is hoog. Er is weinig FLAB.;In 4200-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.07 ekr per planperiode tussen 2006 en 2019). In 4200-EAG-2: De score op de maatlat Waterflora vertoont een negatieve trend (-0.08 ekr per planperiode tussen 2006 en 2019). In 4200-EAG-3: De score op de maatlat Waterflora vertoont een negatieve trend (-0.2 ekr per planperiode tussen 2006 en 2019).;;;;;Productiviteit water vormt mogelijk een probleem. De fosforbelasting ligt tussen de 13.1 en 15.4 mg/m2/dag. De kritische fosforbelasting is 16.1. Dit is berekend met het metamodel van PCditch.;;;In 4200-EAG-2: Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.4). De mediane dikte van het slib is 0.125.  In 4200-EAG-1: Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.5). De mediane dikte van het slib is 0.2. ;;;;;;Hilversum, Weesp, Wijdemeren;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;Hilversumse Ondermeent, Hilversumse Ondermeent;4230;M8;Landelijk;2;1;0;3;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een veenbodem (M8), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 4230-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (15). De bedekking met kroos (5) is laag. Er is weinig FLAB.;In 4230-EAG-1: De score op de maatlat Waterflora vertoont een positieve trend (0.07 ekr per planperiode tussen 2006 en 2019).;;;;;Productiviteit water vormt mogelijk een probleem. De fosforbelasting ligt tussen de 21 en 59.8 mg/m2/dag. De kritische fosforbelasting is 17.6. Dit is berekend met het metamodel van PCditch.;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;Habitatgeschiktheid vormt een probleem omdat de waterdiepte te gering is. De mediane waterdiepte is kleiner dan 35 cm (0.2). De mediane dikte van het slib is 0.05. Wanneer de sliblaag wordt verwijderd zal de waterdiepte nog steeds te gering zijn voor een gezond ecosysteem.;;;;;;Hilversum;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;Hilversumse Meent, Hilversumse Meent;4240;M10;Landelijk;2;1;0;1;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor brede sloten met een veenbodem (M10), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 4240-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (60). De bedekking met kroos () is hoog. Er is weinig FLAB.;In 4230-EAG-1: De score op de maatlat Waterflora vertoont een positieve trend (0.07 ekr per planperiode tussen 2006 en 2019).;;;;;Productiviteit water vormt mogelijk een probleem. De fosforbelasting ligt tussen de 16.2 en 32.4 mg/m2/dag. De kritische fosforbelasting is 8.2. Dit is berekend met het metamodel van PCditch.;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.7). De mediane dikte van het slib is 0.075. ;;;;;;Hilversum;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;Sportpark Tuindorp Oostzaan, Sportpark Tuindorp Oostzaan;6040;M8;Stedelijk;0;1;0;1;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een veenbodem (M8), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 6040-EAG-1: Er is sprake van woekerende waterplanten. De gemiddelde bedekking is (75). De bedekking met kroos (90) is hoog. Er is weinig FLAB (0).;;;;;;;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.475). De mediane dikte van het slib is 0.175. ;;;;;;Amsterdam;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;Krasseurstraat, Krasseurstraat;6050;M10;Stedelijk;0;1;0;3;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor brede sloten met een veenbodem (M10), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 6050-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (67.5). De bedekking met kroos (0.1) is laag . Er is weinig FLAB.;;;;;;;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;Habitatgeschiktheid vormt een probleem omdat de waterdiepte te gering is. De mediane waterdiepte is kleiner dan 35 cm (0.275). De mediane dikte van het slib is 0.065. Wanneer de sliblaag wordt verwijderd zal de waterdiepte nog steeds te gering zijn voor een gezond ecosysteem.;;;;;;Amsterdam;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;W.H. Vliegenbos, W.H. Vliegenbos;6060;M8;Landelijk;0;1;0;1;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een veenbodem (M8), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 6060-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (0.1). De bedekking met kroos (0.1) is laag . Er is weinig FLAB.;In 6060-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.14 ekr per planperiode tussen 2006 en 2019). Deze trend is gebaseerd op twee meetjaren.;;;;;;Lichtklimaat vormt geen probleem. ;;Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.4). De mediane dikte van het slib is 0.2. ;;;;;;Amsterdam;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;Polder Bernard, Polder Polder Bernard;6080;M1a;Stedelijk;0;0;0;1;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een minerale bodem (M1a), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 6080-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (0.1). De bedekking met kroos (75) is hoog. Er is weinig FLAB  ().;;;;;;;;;Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.6). De mediane dikte van het slib is 0.45. ;;;;;;Amsterdam;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;Noorder IJ Polder, Noorder IJ Polder;6110;M3;Stedelijk;2;1;0;1;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor gebufferde kanalen (M3), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 6110-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (0.5). De bedekking met kroos (1) is laag. Er is weinig FLAB.;In 6060-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.14 ekr per planperiode tussen 2006 en 2019). Deze trend is gebaseerd op twee meetjaren.;;;;;Productiviteit water vormt mogelijk een probleem. De fosforbelasting ligt tussen de 9.4 en 49.3 mg/m2/dag. De kritische fosforbelasting is 14.3. Dit is berekend met het metamodel van PCditch.;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.675). De mediane dikte van het slib is 0.1. ;;;;;;Amsterdam;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;Watergraafsmeer, zuid;6400;M3;Stedelijk;2;1;0;1;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor gebufferde kanalen (M3), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 6400-EAG-2: De gemiddelde bedekking met waterplanten is redelijk (0). De bedekking met kroos (0.1) is laag . Er is weinig FLAB.;In 6400-EAG-1: De score op de maatlat Waterflora vertoont geen trend.;;;;;Productiviteit water vormt mogelijk een probleem. De fosforbelasting ligt tussen de 4.7 en 7.8 mg/m2/dag. De kritische fosforbelasting is 16.6. Dit is berekend met het metamodel van PCditch.;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;In 6400-EAG-2: Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.6). De mediane dikte van het slib is 0.  In 6400-EAG-1: Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.7). De mediane dikte van het slib is 0.1. ;;;;;;Amsterdam, Diemen;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
